"path","category","source","source_sha256","export_strategy","symbol","frame","output_sha256","bytes"
"scene/land/normal-wet-alt.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","176:com.qzone.ui.FarmlandS2","1","24ac79e03bd44248d79cc849a4e0f57f647d9ce40f5c557cd1b6fa810b56947e","28113"
"scene/land/normal-dry-alt.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","179:com.qzone.ui.FarmlandG2","1","1775c52cc021a6d293a2fa3240e3feb2e8b0c5b0db95ed520f9c06f44c9762c6","28514"
"scene/land/normal-dry.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","182:com.qzone.ui.FarmlandG","1","1ca62488d805482b30a1d4ef51a232dbc2187f998ea93b204e03af2b3779e971","31719"
"scene/land/locked.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","185:com.qzone.ui.Wasteland","1","c08d9b8ebb4b8a6852e1c221ae9364c3d907bd5d35cbf4f6b6f39afcb2abe64c","33941"
"scene/land/red-wet.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","189:com.qzone.ui.red.FarmlandS","1","d14219a34ddd0f26e1f1c362bbf2a60f80d2a7a242844ce1ec01e98c28cc8fad","33739"
"scene/land/red-wet-alt.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","192:com.qzone.ui.red.FarmlandS2","1","5b44a032383c9036e316d52cd8c9f810bf7de7443f7ac1b5aa8fdda868184429","29705"
"scene/land/red-dry-alt.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","193:com.qzone.ui.red.FarmlandG2","1","1775c52cc021a6d293a2fa3240e3feb2e8b0c5b0db95ed520f9c06f44c9762c6","28514"
"scene/land/red-dry.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","196:com.qzone.ui.red.FarmlandG","1","03a55847d690cf33fb9a7f31de4f869676cbd08da2f7c6b0cf55c128b8579163","31982"
"scene/land/black-wet.png","scene/land","ui/main/farmui2_v_34.swf","836f98175536b2f117220d0c3341d1a9b3cae9fec539173783fefbe9b79ea5e2","symbol","184:com.qzone.ui.black.FarmlandS","1","addae4e1f6c4cbf5576ce9fe297a297021df6b9820e548a4cd5b94b78833ca82","26935"
"scene/land/black-wet-alt.png","scene/land","ui/main/farmui2_v_34.swf","836f98175536b2f117220d0c3341d1a9b3cae9fec539173783fefbe9b79ea5e2","symbol","193:com.qzone.ui.black.FarmlandS2","1","1facdedff28ea1ebe2907129c8537ccaab2b6be2eba262610f2784188ea1f076","21562"
"scene/land/black-dry-alt.png","scene/land","ui/main/farmui2_v_34.swf","836f98175536b2f117220d0c3341d1a9b3cae9fec539173783fefbe9b79ea5e2","symbol","286:com.qzone.ui.black.FarmlandG2","1","993587ba4bd74b2cdf05d4d0b681fde960d725015a21e895208a0907c3e39117","27534"
"scene/land/black-dry.png","scene/land","ui/main/farmui2_v_34.swf","836f98175536b2f117220d0c3341d1a9b3cae9fec539173783fefbe9b79ea5e2","symbol","287:com.qzone.ui.black.FarmlandG","1","c45f47216688b048b948283ec081747739bfd86c5c5c79873e01bbea260fef6a","26626"
"scene/land/weed.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","170:Weed","1","bae0afaacfc4ec400529ece9ee2967ad005ec3685caced4e2b3bf2afd23b2953","3136"
"scene/land/reclaim.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","201:Reclaim","1","fdf9081190f3a31b4987fcab61eb00c88abfab599d205d95753d94a99bb198f6","9168"
"scene/land/insect.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","204:Insect","1","6d10ee8f8f53939d5a900cc4b1e7113a45c5203751a6e71fc93f209553b050ed","722"
"scene/land/can-pick.png","scene/land","ui/main/farmui_full_v_32.swf","990b66553de0401e9555ea04aaafb8208d16a5ad124145107edb1e4aed2999e8","symbol","225:canPickIcon","1","de7675614024c5662a1a9467960e0e07a0aeda769feaf4e7eb42959fbf1b7066","3446"
