"source_id","name","runtime_status","state_key","source_character_id","source_export_file","source_sha256","runtime_asset","runtime_sha256","visual_review_status","processing_status"
"1010","仓鼠","1","cub","189","a1010.swf/DefineSprite_189_Animal_1010_1/1.png","d965165cb160e29b3f3ca1b244e4db3a108de46453adf3de4ca051a6171661bf","apps/web/public/assets/manor/classic/pasture/animals/1010/cub.png","d965165cb160e29b3f3ca1b244e4db3a108de46453adf3de4ca051a6171661bf","reviewed-ok","ready"
"1010","仓鼠","2","growing","185","a1010.swf/DefineSprite_185_Animal_1010_2/1.png","d6e1f9f1a47c13bf0d6df2756ff8c3dd208fbf4ffbe3448c86cf317749bb3b89","apps/web/public/assets/manor/classic/pasture/animals/1010/growing.png","d6e1f9f1a47c13bf0d6df2756ff8c3dd208fbf4ffbe3448c86cf317749bb3b89","reviewed-ok","ready"
"1010","仓鼠","3","ready_to_produce","147","a1010.swf/DefineSprite_147_Animal_1010_3/1.png","92464c99c7b0aad27a7e8d74bb6a4a51b79e6d4f186d633a15e489b9a6f5715c","apps/web/public/assets/manor/classic/pasture/animals/1010/ready_to_produce.png","92464c99c7b0aad27a7e8d74bb6a4a51b79e6d4f186d633a15e489b9a6f5715c","reviewed-ok","ready"
"1010","仓鼠","4","production_early","36","a1010.swf/DefineSprite_36_Animal_1010_4/1.png","11d3fa89033f85256307df0f559684297727669c4e3c24fdb2c344bd9475c7b5","apps/web/public/assets/manor/classic/pasture/animals/1010/production_early.png","11d3fa89033f85256307df0f559684297727669c4e3c24fdb2c344bd9475c7b5","reviewed-ok","ready"
"1010","仓鼠","5","production_late","157","a1010.swf/DefineSprite_157_Animal_1010_5/1.png","e8c2dbf5d1314592edc629535f846380981807d1dcfa944cc1284d93f2351849","apps/web/public/assets/manor/classic/pasture/animals/1010/production_late.png","e8c2dbf5d1314592edc629535f846380981807d1dcfa944cc1284d93f2351849","reviewed-ok","ready"
"1010","仓鼠","6","lifecycle_complete","118","a1010.swf/DefineSprite_118_Animal_1010_6/1.png","6851e84ebc246fac7b088022c80d6618e393026718de74e80ff59a378ee92e9f","apps/web/public/assets/manor/classic/pasture/animals/1010/lifecycle_complete.png","6851e84ebc246fac7b088022c80d6618e393026718de74e80ff59a378ee92e9f","reviewed-ok","ready"
"1013","鼹鼠","1","cub","93","a1013.swf/DefineSprite_93_Animal_1013_1/1.png","5afce88b0b96b3a67ff1cdae67e1a79446d970014e9d5da4f905dfb6762653c1","apps/web/public/assets/manor/classic/pasture/animals/1013/cub.png","5afce88b0b96b3a67ff1cdae67e1a79446d970014e9d5da4f905dfb6762653c1","reviewed-ok","ready"
"1013","鼹鼠","2","growing","71","a1013.swf/DefineSprite_71_Animal_1013_2/1.png","ee5a2e32953e65e8b9f6a7fcfcb9d6d5c1e730f8c38a1fa2a8467288e87d20d5","apps/web/public/assets/manor/classic/pasture/animals/1013/growing.png","ee5a2e32953e65e8b9f6a7fcfcb9d6d5c1e730f8c38a1fa2a8467288e87d20d5","reviewed-ok","ready"
"1013","鼹鼠","3","ready_to_produce","70","a1013.swf/DefineSprite_70_Animal_1013_3/1.png","68273bacd64d01e496daa50832b3615c5d7815c6ac0558d9ce26d414aae4444f","apps/web/public/assets/manor/classic/pasture/animals/1013/ready_to_produce.png","68273bacd64d01e496daa50832b3615c5d7815c6ac0558d9ce26d414aae4444f","reviewed-ok","ready"
"1013","鼹鼠","4","production_early","95","a1013.swf/DefineSprite_95_Animal_1013_4/1.png","841b4efc0efc6f3d3729eb64f176cd4792435bbff2fe59da521f2b16eaf5c915","apps/web/public/assets/manor/classic/pasture/animals/1013/production_early.png","841b4efc0efc6f3d3729eb64f176cd4792435bbff2fe59da521f2b16eaf5c915","reviewed-ok","ready"
